Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB2Metagenome_F08	GP_DB2Metagenome_F06	GP_DB2Metagenome_F07	GP_DB2Metagenome_F01	MPA_DB2Metagenome_F08	MPA_DB2Metagenome_F06	MPA_DB2Metagenome_F07	MPA_DB2Metagenome_F01	MQ_DB2Metagenome_F08	MQ_DB2Metagenome_F06	MQ_DB2Metagenome_F07	MQ_DB2Metagenome_F01	PD_DB2Metagenome_F08	PD_DB2Metagenome_F06	PD_DB2Metagenome_F07	PD_DB2Metagenome_F01
A0A087WUI2_P22626	-;-;				0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_189230_39	PF12641;	PF12641;	K03840;K03809;K03839;K06205;	K03839	0.0	0.0	0.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	12.0
P02792	-;				0.0	2.0	8.0	10.0	0.0	1.0	3.0	3.0	0.0	2.0	6.0	6.0	2.0	4.0	4.0	10.0
k99_212915_64	PF00365;	PF00365;	K21071;K02351;K07245;K00850;K00895;	K00850	4.0	4.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	4.0	4.0	0.0	2.0
k99_30170_26	-;		K04077;K22447;	K04077	16.0	72.0	92.0	24.0	1.0	27.0	27.0	11.0	2.0	42.0	126.0	14.0	18.0	74.0	96.0	22.0
k99_30170_27	-;		K04078;	K04078	2.0	0.0	36.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	18.0	0.0	2.0	0.0	24.0	0.0
k99_144399_1	-;	PF00318;	K02967;	K02967	0.0	20.0	34.0	40.0	0.0	8.0	12.0	6.0	0.0	6.0	6.0	2.0	2.0	24.0	26.0	12.0
k99_30170_23	-;	PF00478;	K00364;K00088;	K00088	20.0	66.0	144.0	48.0	3.0	19.0	46.0	19.0	6.0	30.0	120.0	10.0	14.0	72.0	174.0	36.0
k99_81928_39	PF05362;	PF05362;	K04076;K04770;K01338;	K04770	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_216978_2	-;		K01761;K01740;K01760;K01738;K01739;K10764;	K01740	10.0	16.0	18.0	40.0	2.0	7.0	8.0	10.0	2.0	4.0	12.0	14.0	4.0	18.0	14.0	36.0
k99_60093_19	PF00381;		K11184;	K11184	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0
k99_110155_1_k99_141512_1_k99_155070_2_k99_207213_1_k99_212085_1_k99_233668_1_k99_26391_1_k99_3971_1_k99_42734_1_k99_43555_1_k99_79719_1_k99_79769_1	PF01336;PF00395;PF00395;PF00395;PF00395;-;PF00395;PF00395;PF00395;PF18657;PF00395;PF00395;	PF00395;	K07053;K04486;K04477;K02347;K00387;K00077;K17225;K02020;K07147;K05301;K01278;K14054;K01181;K01308;K07752;K05996;K06987;K01278;K14054;K01181;K01308;K07752;K05996;K06987;K01278;K14054;K01181;K01308;K07752;K05996;K06987;K00387;K00077;K17225;K02020;K07147;K05301;K00387;K00077;K17225;K02020;K07147;K05301;K01278;K14054;K01181;K01308;K07752;K05996;K06987;K01278;K14054;K01181;K01308;K07752;K05996;K06987;K00387;K00077;K17225;K02020;K07147;K05301;K00387;K00077;K17225;K02020;K07147;K05301;K00387;K00077;K17225;K02020;K07147;K05301;		4.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0
k99_198693_21	PF03797;		K02040;K02051;K12543;K12216;K15987;K02487;K02067;K03640;K02275;K03771;K03286;K02690;K01219;K00406;K20276;K07114;K21218;K21449;K02557;K02689;K06214;K16191;	K03286	6.0	8.0	8.0	6.0	1.0	3.0	4.0	4.0	0.0	8.0	12.0	4.0	2.0	6.0	4.0	6.0
k99_137503_2	PF03144;	PF03144;	K02890;K04040;K00236;K02358;	K02358	20.0	62.0	94.0	38.0	4.0	10.0	16.0	5.0	8.0	18.0	54.0	8.0	8.0	46.0	74.0	28.0
k99_152039_1_k99_174359_1_k99_175465_1_k99_186357_5_k99_221196_72_k99_225828_7_k99_228285_1_k99_231846_1_k99_255485_2_k99_30482_17_k99_41302_2_k99_41639_2_k99_52760_30_k99_54622_4_k99_65325_2_k99_66512_35	PF09140;-;-;PF09140;PF09140;-;PF13614;PF13614;-;PF09140;-;PF01656;PF01656;-;PF02374;PF02374;	PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;PF10609;PF09140;PF09822;	K03593;K03593;	K03593K03593	0.0	8.0	10.0	4.0	0.0	4.0	3.0	3.0	0.0	4.0	14.0	4.0	0.0	8.0	8.0	8.0
k99_53098_7	PF00574;		K15032;K12605;K01358;K02887;	K01358	4.0	8.0	6.0	4.0	1.0	3.0	4.0	0.0	0.0	4.0	6.0	0.0	2.0	8.0	8.0	2.0
k99_141654_10_k99_233174_2	-;-;	PF00232;	K00067;K01223;K03488;K01220;K21000;K05350;	K01223	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_81124_1	-;		K01880;K01881;	K01880	8.0	34.0	86.0	18.0	1.0	14.0	22.0	8.0	4.0	18.0	66.0	4.0	4.0	40.0	98.0	26.0
k99_81124_4	-;	PF08367;	K06972;	K06972	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_100604_2_k99_111779_2_k99_113966_10_k99_117664_6_k99_131063_15_k99_133932_1_k99_135792_2_k99_147057_10_k99_153474_14_k99_155621_2_k99_159921_29_k99_160516_57_k99_164898_7_k99_168916_10_k99_172346_19_k99_176383_4_k99_179598_25_k99_182994_63_k99_189956_6_k99_203492_67_k99_206828_8_k99_211919_61_k99_215964_2_k99_216305_2_k99_227550_8_k99_234957_44_k99_240063_1_k99_240709_1_k99_251252_21_k99_251990_2_k99_257073_61_k99_257312_1_k99_26031_34_k99_34450_4_k99_3972_9_k99_56040_11_k99_57999_18_k99_70791_9_k99_70987_2_k99_71961_3_k99_74638_25_k99_77509_8_k99_81019_38_k99_86603_138_k99_99842_3	-;PF00253;-;-;-;-;-;PF00253;-;-;PF00253;-;-;-;-;-;-;-;-;-;-;-;-;PF00253;-;-;PF00253;-;-;-;-;-;-;-;-;-;-;PF00253;-;PF00253;-;-;PF00253;PF00253;-;	PF00253;	K02954;	K02954	4.0	6.0	38.0	0.0	0.0	2.0	6.0	0.0	0.0	2.0	38.0	0.0	6.0	4.0	38.0	0.0
k99_60093_12	PF06723;		K04043;	K04043	34.0	94.0	266.0	48.0	4.0	30.0	77.0	20.0	10.0	38.0	190.0	16.0	16.0	80.0	212.0	46.0
k99_101864_6_k99_107689_3_k99_125960_2_k99_164377_1_k99_174522_2_k99_22167_8_k99_223469_1	-;-;PF03950;PF03950;PF03950;-;PF03950;		K01893;K01886;K01885;K01893;K01886;K01885;K01893;K01886;K01885;K01893;K01886;K01885;K01893;K01886;K01885;K01893;K01886;K01885;K01893;K01886;K01885;	K01886K01886K01886K01886K01886K01886K01886	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0
k99_45358_8_k99_99823_1	-;-;		K07638;K03564;K02199;K03386;K00982;K16922;K07638;K03564;K02199;K03386;K00982;K16922;	K02199K02199	14.0	0.0	0.0	4.0	2.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0
k99_88991_1	PF00005;	PF02653;PF00532;PF00005;	K02056;K10441;	K10441	0.0	4.0	12.0	24.0	0.0	1.0	3.0	8.0	0.0	2.0	4.0	2.0	0.0	2.0	10.0	24.0
k99_250899_20	-;		K03566;K01923;K01945;K13713;K01756;K01587;	K01923	2.0	0.0	2.0	6.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	4.0	2.0	0.0	2.0	8.0
k99_175779_3_k99_88423_48	PF10145;PF10518;	PF10145;	K02035;K01999;K02027;		0.0	4.0	6.0	4.0	0.0	0.0	3.0	1.0	0.0	0.0	14.0	4.0	0.0	6.0	8.0	2.0
A0A0A0MTQ2_Q92813_k99_105143_3_k99_157658_9_k99_217807_2_k99_247697_59_k99_44195_3_k99_78964_19	PF00578;PF00578;PF01992;-;PF05188;-;-;PF02659;	PF01992;PF01624;PF05188;PF05192;PF00488;PF02659;	K12113;K03555;K12113;K12113;K23242;	K12113K03555K12113K12113K23242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_13874_3_k99_146327_13	PF02810;-;		K01265;K00523;K01265;K00523;	K01265K01265	0.0	0.0	0.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k99_4478_1	PF00012;	PF09685;PF01425;PF07719;PF00515;PF08417;PF00012;PF04278;PF00355;			0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_33755_2	-;	PF00258;	K03839;	K03839	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_10432_21_k99_121359_9_k99_124245_7_k99_127915_3_k99_128774_25_k99_139574_132_k99_139574_185_k99_139574_342_k99_140562_2_k99_14136_3_k99_151889_1_k99_161869_10_k99_162680_9_k99_170305_6_k99_171240_1_k99_176064_1_k99_180668_1_k99_184449_1_k99_192371_4_k99_203950_2_k99_219274_1_k99_225909_5_k99_228508_4_k99_244382_19_k99_251785_2_k99_258683_1_k99_30004_1_k99_38521_11_k99_42888_14_k99_60200_4_k99_60422_4_k99_75451_1_k99_75894_1_k99_78628_5_k99_79006_1_k99_79729_140_k99_80950_22_k99_87495_5_k99_87587_5_k99_92499_29_k99_93698_7	-;PF07715;-;-;-;-;-;-;PF07715;-;-;PF07715;-;PF13620;PF13620;-;-;-;-;-;PF07715;PF13715;-;-;PF13620;-;PF07715;-;-;-;PF13715;PF13620;PF07715;PF13620;-;PF13620;PF13620;-;PF07715;-;PF13620;	PF00593;PF07715;PF00593;PF07715;PF00593;PF07715;PF00593;PF07715;PF00593;PF07715;	K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K02014;K21573;K16089;K16087;K01814;K07114;K16092;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K02014;K21573;K16089;K16087;K01814;K07114;K16092;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K21573;K21573;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K21573;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K02014;K21573;K16089;K16087;K01814;K07114;K16092;K21573;K21573;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K21573;K21573;K21573;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K02014;K21573;K16089;K16087;K01814;K07114;K16092;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K21573;K02014;K21573;K16089;K16087;K01814;K07114;K16092;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K21573;K21573;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K21573;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K21573;K21573;K02014;K21573;K16089;K16087;K01814;K07114;K16092;K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;K21573;K02014;K21573;K16089;K16087;K01814;K07114;K16092;K02014;K21573;K16089;K16087;K01814;K07114;K16092;K21573;K21573;	K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573K21573	4.0	6.0	2.0	2.0	2.0	2.0	0.0	1.0	0.0	2.0	0.0	2.0	8.0	14.0	6.0	4.0
k99_81928_42	PF01406;	PF13603;	K01869;	K01869	0.0	4.0	10.0	2.0	0.0	1.0	4.0	0.0	0.0	4.0	14.0	0.0	0.0	2.0	4.0	0.0
k99_4478_6	PF00652;		K01181;K06113;		0.0	6.0	6.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	6.0	6.0	0.0
k99_134322_138	PF01012;		K03522;	K03522	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_22390_3	-;		K02888;	K02888	12.0	24.0	46.0	8.0	2.0	10.0	13.0	4.0	2.0	14.0	24.0	4.0	6.0	24.0	42.0	8.0
k99_72755_12	-;	PF13416;			0.0	4.0	6.0	8.0	0.0	2.0	2.0	3.0	0.0	2.0	0.0	4.0	0.0	4.0	6.0	8.0
k99_33755_5	PF01926;	PF02421;	K04759;K06398;	K04759	8.0	6.0	14.0	30.0	2.0	1.0	6.0	16.0	2.0	2.0	8.0	2.0	8.0	8.0	26.0	52.0
k99_223622_17	PF08340;	PF03755;	K03316;		0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k99_94529_4	PF01416;		K06173;	K06173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_158076_47_k99_211986_24	-;PF02653;		K05833;K01989;K05832;K05833;K01989;K05832;	K05832K05832	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k99_4478_3	PF01183;	PF01183;	K07260;K01185;K07273;K01227;K01447;	K07273	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k99_159935_5	-;		K00760;K16139;K15045;K00945;K01812;	K00945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k99_237265_6	PF08264;		K01894;K19044;K01866;K05533;K01874;K04567;K15437;	K01874	4.0	16.0	24.0	20.0	1.0	6.0	7.0	2.0	0.0	6.0	16.0	0.0	2.0	18.0	22.0	18.0
k99_223092_7	-;				0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_40139_89	PF13802;	PF01055;	K07407;K01187;K01811;		0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_121536_1_k99_209738_1_k99_86905_8	-;-;-;		K03569;K03569;K03569;	K03569K03569K03569	0.0	10.0	14.0	4.0	0.0	1.0	2.0	0.0	0.0	6.0	28.0	4.0	0.0	12.0	12.0	4.0
k99_143786_4_k99_256284_2_k99_54435_1_k99_65419_2_k99_91477_23_k99_9290_4	PF01145;PF01145;PF01145;PF01145;PF01145;-;				2.0	2.0	0.0	4.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	6.0
k99_184550_5_k99_217701_2_k99_22167_2_k99_27994_3_k99_82237_1	PF01592;-;-;PF01592;PF01592;	PF01592;PF01592;PF01592;PF01592;PF01592;			0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k99_40139_86	unclassified;		K17318;	K17318	0.0	2.0	8.0	2.0	0.0	1.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	6.0	2.0
k99_123404_4_k99_155357_5_k99_171445_72_k99_258671_9_k99_41783_2_k99_61063_2_k99_63453_3_k99_64305_6_k99_68092_1_k99_82784_9	PF08402;-;-;-;PF08402;PF13304;PF08402;-;-;-;	PF00528;PF08402;PF03459;PF00005;PF00528;PF08402;PF03459;PF00005;PF00528;PF08402;PF03459;PF00005;PF00528;PF08402;PF03459;PF00005;PF00528;PF03459;PF00005;PF00528;PF03459;PF00005;PF00528;PF08402;PF03459;PF00005;PF00528;PF03459;PF00005;PF00528;PF03459;PF00005;PF00528;PF08402;PF03459;PF00005;	K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;K16787;K02045;K10112;K02018;K02017;	K02045K02045K02045K02045K02045K02045K02045K02045K02045K02045	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_134322_100	PF00430;		K02109;	K02109	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_119951_3	-;		K02838;	K02838	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_118339_13	-;		K09384;K03186;K13280;K01356;	K01356	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
k99_13515_4_k99_136647_10_k99_156339_54_k99_202488_153_k99_21217_5_k99_214292_5_k99_91768_29	-;-;-;-;-;-;-;		K11788;K01933;K11788;K01933;K11788;K01933;K11788;K01933;K11788;K01933;K11788;K01933;K11788;K01933;	K01933K01933K01933K01933K01933K01933K01933	4.0	10.0	18.0	24.0	0.0	4.0	7.0	4.0	0.0	8.0	30.0	4.0	0.0	12.0	18.0	36.0
k99_244493_43	-;		K08302;K01624;K03339;	K01624	36.0	62.0	122.0	242.0	4.0	19.0	38.0	91.0	4.0	32.0	110.0	78.0	22.0	58.0	116.0	206.0
k99_200083_5	unclassified;				60.0	38.0	84.0	32.0	10.0	13.0	22.0	7.0	6.0	14.0	66.0	12.0	28.0	32.0	70.0	20.0
k99_244493_44	PF00120;	PF00120;PF12437;	K01915;	K01915	6.0	2.0	0.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	6.0
k99_154721_68_k99_185756_1_k99_222909_1_k99_248798_1_k99_5098_1_k99_56140_1_k99_97678_3	-;-;-;-;-;PF03965;-;	PF03965;	K02988;K02988;K02988;K02988;K02988;K02171;K02988;	K02988K02988K02988K02988K02988K02171K02988	0.0	50.0	122.0	40.0	0.0	22.0	50.0	13.0	0.0	24.0	102.0	12.0	0.0	48.0	106.0	40.0
k99_168350_1_k99_27041_12_k99_46707_1_k99_56518_1	-;-;-;PF07993;		K01784;K12448;K17947;K08679;K01784;K12448;K17947;K08679;K01784;K12448;K17947;K08679;K01784;K12448;K17947;K08679;	K01784K01784K01784K01784	16.0	38.0	34.0	74.0	1.0	11.0	8.0	28.0	6.0	20.0	34.0	26.0	8.0	32.0	30.0	78.0
k99_43408_1	-;		K02355;K17912;	K02355	30.0	104.0	192.0	74.0	7.0	41.0	77.0	27.0	10.0	38.0	110.0	28.0	24.0	156.0	216.0	102.0
k99_37489_1	PF02896;		K01006;K01007;	K01006	8.0	2.0	10.0	2.0	0.0	1.0	3.0	0.0	2.0	2.0	8.0	0.0	4.0	4.0	14.0	2.0
k99_105977_7_k99_179365_3	-;unclassified;		K12264;K03809;K22405;K12264;K03809;K22405;	K22405K22405	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	10.0
k99_217183_1	-;	PF00764;	K01940;	K01940	0.0	10.0	16.0	16.0	0.0	2.0	5.0	8.0	0.0	6.0	24.0	4.0	0.0	30.0	36.0	14.0
k99_186883_2_k99_36515_2	-;-;		K01710;K01710;	K01710K01710	2.0	16.0	14.0	10.0	0.0	5.0	5.0	2.0	0.0	8.0	18.0	4.0	0.0	10.0	6.0	8.0
k99_104938_11_k99_110450_10_k99_206191_1_k99_234894_4_k99_55692_1	-;PF02806;-;-;-;		K17734;K01176;K01187;K16147;K01208;K05341;K00700;K07214;K01214;K01236;K17734;K01176;K01187;K16147;K01208;K05341;K00700;K07214;K01214;K01236;K17734;K01176;K01187;K16147;K01208;K05341;K00700;K07214;K01214;K01236;K17734;K01176;K01187;K16147;K01208;K05341;K00700;K07214;K01214;K01236;K17734;K01176;K01187;K16147;K01208;K05341;K00700;K07214;K01214;K01236;	K00700K00700K00700K00700K00700	0.0	2.0	0.0	20.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	6.0	0.0	2.0	0.0	14.0
k99_51200_27	-;	PF00380;	K12757;K02996;	K02996	18.0	22.0	52.0	38.0	4.0	8.0	11.0	17.0	4.0	14.0	44.0	14.0	10.0	26.0	56.0	56.0
k99_245992_9_k99_247943_2_k99_54907_20	PF09190;PF09190;PF09334;	PF09190;	K01883;K15526;K01883;K15526;K01883;K15526;	K01883K01883K01883	0.0	0.0	4.0	8.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0
k99_160652_5_k99_27117_2_k99_45896_4_k99_80919_4	-;-;-;-;		K06857;K02003;K01990;K09695;K19340;K16907;K02193;K02008;K06857;K02003;K01990;K09695;K19340;K16907;K02193;K02008;K06857;K02003;K01990;K09695;K19340;K16907;K02193;K02008;K06857;K02003;K01990;K09695;K19340;K16907;K02193;K02008;	K01990K01990K01990K01990	0.0	2.0	4.0	8.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	8.0
k99_159085_1_k99_190081_17	-;PF01118;		K00133;K00134;K15017;K00150;K00133;K00134;K15017;K00150;	K00133K00133	0.0	14.0	18.0	4.0	0.0	3.0	6.0	2.0	0.0	6.0	20.0	4.0	0.0	20.0	28.0	4.0
k99_186694_3	-;		K01893;K18719;K13051;	K01893	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	2.0	6.0
k99_147900_8_k99_149113_6_k99_236293_1	-;PF14635;PF14635;		K06959;K06959;K06959;	K06959K06959K06959	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k99_182519_57	unclassified;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_58814_1	-;		K05808;K05809;K03733;	K05808	10.0	0.0	0.0	10.0	1.0	0.0	0.0	4.0	2.0	0.0	0.0	6.0	8.0	0.0	0.0	10.0
k99_106552_20_k99_110624_1_k99_193786_7_k99_193786_70_k99_36538_3_k99_57043_3_k99_80531_13	PF01238;-;-;PF01238;-;-;-;		K01809;K05350;K04035;K01840;K01809;K05350;K04035;K01840;K00067;K01223;K03488;K01220;K21000;K05350;K01809;K05350;K04035;K01840;K01809;K05350;K04035;K01840;K01809;K05350;K04035;K01840;	K01809K01809K05350K01809K01809K01809	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_163029_1	-;	PF01547;PF00528;PF00005;	K06857;K02068;K17314;K05847;K10199;K11072;K02010;K15497;K02062;K17240;K10112;K02017;		0.0	0.0	2.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_212397_1	unclassified;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_244493_52	-;		K03111;	K03111	0.0	8.0	26.0	0.0	0.0	2.0	7.0	0.0	0.0	6.0	26.0	0.0	0.0	8.0	16.0	0.0
k99_244493_53	-;	PF01084;	K15125;K03111;K02963;	K02963	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k99_162546_2	-;		K11954;K01999;	K01999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
k99_107669_7_k99_244737_2_k99_92269_1_k99_97300_77	-;-;-;-;	PF00254;PF00254;PF00254;PF00254;	K03773;K03772;K01802;K09568;K03767;K03773;K03772;K01802;K09568;K03767;K03773;K03772;K01802;K09568;K03767;K03773;K03772;K01802;K09568;K03767;	K03773K03773K03773K03773	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0
k99_123641_2	PF00665;				2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_206344_1	-;		K18482;K00826;K21346;K00036;	K00826	12.0	42.0	72.0	72.0	1.0	20.0	32.0	21.0	2.0	24.0	68.0	24.0	10.0	44.0	78.0	50.0
k99_118037_3_k99_246786_2	-;-;		K18482;K00826;K21346;K00036;K18482;K00826;K21346;K00036;	K00826K00826	8.0	4.0	18.0	102.0	1.0	1.0	1.0	38.0	2.0	2.0	0.0	52.0	4.0	4.0	16.0	78.0
k99_153269_2	PF00254;				2.0	40.0	142.0	14.0	1.0	9.0	19.0	5.0	0.0	22.0	86.0	2.0	0.0	46.0	158.0	12.0
A0A384DVL6_C9J0Q5_C9J7T7_C9JE98_C9JFD3_C9JQE8_Q9Y618	PF00249;PF00249;PF00249;PF00249;-;PF00249;PF00249;				0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_134322_113	PF06397;		K17227;K05919;	K05919	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_244493_51	-;		K02990;K01754;	K02990	0.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	18.0	4.0
k99_13889_1_k99_146967_1_k99_18789_3_k99_236888_3	-;PF17862;-;-;		K04076;K17681;K06027;K13525;K03798;K04076;K17681;K06027;K13525;K03798;K04076;K17681;K06027;K13525;K03798;K04076;K17681;K06027;K13525;K03798;	K03798K03798K03798K03798	4.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	4.0	4.0	0.0	14.0
k99_186751_11	-;	PF00085;	K03264;K03671;K05838;	K03671	8.0	2.0	4.0	2.0	1.0	1.0	1.0	1.0	2.0	0.0	4.0	2.0	4.0	0.0	2.0	2.0
k99_108518_2_k99_144691_20_k99_155808_2_k99_161846_10_k99_220014_1_k99_235439_5	-;-;-;-;-;-;		K02878;K02878;K02878;K02878;K02878;K02878;	K02878K02878K02878K02878K02878K02878	12.0	0.0	0.0	6.0	2.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0
