ProteinSubgroup	MQ_DB2Metagenome_GUT_10	GP_DB2Metagenome_GUT_08	MQ_DB2Metagenome_GUT_08	GP_DB2Metagenome_GUT_10	GP_DB2Metagenome_GUT_09	MQ_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_09	GP_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_08	PD_DB2Metagenome_GUT_08	PD_DB2Metagenome_GUT_06	PD_DB2Metagenome_GUT_09	PD_DB2Metagenome_GUT_10	MQ_DB2Metagenome_GUT_09	MPA_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_10
4e124d50-4571-49ca-a003-c4be70316c78	0	2	2	2	2	0	0	0	0	2	0	2	0	4	0	0
05678934-78c3-47e1-8929-c70281cd5957	6	0	4	12	0	4	5	28	1	4	16	12	14	8	6	5
ecc529c2-b10d-469f-a232-4cd80c440a7e	32	122	52	130	204	14	86	82	45	136	52	234	178	148	15	47
5a617a82-2ef5-4aec-a130-ff5330990809	16	44	18	46	106	6	38	44	17	40	34	90	40	58	13	14
60d7ff92-bc51-4880-b66e-528c004173f5	0	6	2	4	6	0	2	0	3	8	0	6	2	8	0	0
211cb501-ecb6-4bb2-b183-de3dcbc3958c	18	16	6	34	20	6	8	12	8	28	8	34	56	22	2	13
ea3406d6-e97a-4257-84a2-feab31a2e71e	0	26	14	0	50	6	14	16	8	36	18	132	0	48	1	0
601b2c29-9019-4de7-883f-e8596bc35393	72	158	52	350	382	12	170	94	77	196	62	388	224	204	24	86
f8b72540-dc09-426b-9217-859287db918f	12	20	12	30	28	2	12	4	10	38	4	48	42	28	1	13
13a3f3ce-0099-44ca-9c55-8d7ad5c47429	20	230	76	216	410	12	176	112	98	254	74	428	106	258	25	35
464eb7cd-2684-425d-a807-44d6fa2ace86	18	14	12	26	26	0	11	0	7	46	0	60	56	40	0	10
89e5b641-b410-409b-ae10-ccb3cf76c73c	0	6	2	4	12	0	0	0	2	4	0	18	4	8	0	0
fcbe5594-ffec-45e0-8c45-e5b2ff3f1f96	70	118	40	238	184	4	67	8	44	118	10	176	168	116	4	67
d505a1e1-0637-4eb4-8630-d92d6ff08b59	44	94	46	176	200	4	52	40	25	94	26	194	164	166	6	53
8ef674df-6435-4c5e-9878-e29a3b8124eb	2	0	0	8	0	0	0	0	0	0	0	0	6	0	0	1
fe683929-cf72-4d74-90a5-74a843c53419	86	146	46	296	286	8	89	20	53	136	16	252	208	148	7	85
370750b2-f598-47e0-8678-66bc2e33ac2e	14	4	0	62	10	0	3	0	0	0	0	4	54	6	0	25
910760f5-03e0-486e-8f9e-446c9655527e	150	316	118	650	744	34	279	186	112	334	116	798	524	474	35	173
d0db2680-9f94-4f9d-be28-4917acd82818	14	26	14	34	44	0	17	8	9	24	6	36	28	40	1	15
ae2d4ffd-d731-4715-978c-aae16416cea3	4	54	32	14	114	0	34	10	21	54	6	94	6	112	3	4
f7edf701-f320-48b4-a488-2d05e78875dc	16	26	16	30	30	0	11	2	11	26	6	28	26	28	0	12
3867f595-e7e7-4eb3-a127-02c88a6afcab	156	286	106	678	594	26	226	158	104	360	118	770	614	406	34	182
dafedc45-3b78-468a-afa7-1d2bf8273d32	6	10	4	26	18	0	4	8	4	12	8	16	18	22	0	5
255e3dc0-97fe-40a4-9bcb-7d2a1e571272	12	32	14	28	98	4	30	24	10	50	22	154	10	68	3	10
360fe597-cdfd-4206-a76f-b63063a839aa	40	170	52	196	350	8	127	74	65	188	42	312	168	224	15	54
757841f5-127d-445e-a3b9-08943b6fbe6b	2	36	14	4	108	2	29	12	10	50	14	156	4	72	1	2
e6471248-8f65-417d-abf6-8435446753e6	4	10	4	20	14	0	3	0	5	10	0	10	4	4	0	3
7cda49eb-004a-44f0-a917-c4ec6672ffb4	0	14	8	2	32	12	9	38	4	32	22	96	0	30	16	0
6605ab63-71c0-4815-97a1-7870d8123f69	0	0	0	2	4	0	1	0	0	0	0	2	0	2	0	0
0920af16-efb6-4833-87a8-3ded4bb68ffa	0	0	0	8	2	0	0	0	0	0	0	0	8	0	0	1
94dd1b41-022d-4c93-9d38-3ac6919f07cb	10	72	26	30	160	6	53	34	30	88	22	208	22	108	7	10
07849592-73a0-4a42-99b5-3da8fb459c60	42	146	50	220	344	14	142	98	69	182	66	334	140	208	23	46
c8f09c01-de67-4d52-a566-ae9fbce782d9	12	24	12	34	54	6	22	20	10	44	14	96	60	44	5	12
f9a87e20-52c6-4f65-922d-29b770ece7b5	2	12	2	10	46	6	17	20	4	12	10	36	10	32	5	4
6c047408-3575-4bdc-8bbe-856e403a8bd5	44	98	40	324	188	8	59	58	27	106	42	196	168	128	11	51
f013986b-0831-4c70-90ce-8bb6c1c696a9	8	18	8	24	60	4	11	10	7	16	2	50	30	54	2	8
7fd484fe-96eb-46d7-9453-2a78259203f2	2	0	2	8	0	0	2	0	2	2	0	2	2	8	0	0
338b619c-faef-47ef-a7fe-54b1c245fa48	0	2	0	8	0	0	0	0	2	2	0	0	0	0	0	0
19853edb-6546-4017-a9b7-32447bc2d6ff	6	12	2	16	16	0	6	0	5	8	0	20	16	18	0	7
76dd92d9-b526-4d6b-ae60-64b4cee8b2f0	8	44	12	18	82	10	26	58	11	50	26	110	8	46	11	2
c0cf2264-ce3c-45fc-a37b-2e385bbe2898	0	24	10	6	38	0	12	4	6	18	2	26	4	26	1	0
9741fbc5-efe0-4b16-891b-4b08d9624141	4	0	0	12	0	0	0	0	0	0	2	0	18	0	0	3
29960c19-c5da-48c1-a181-8117542d6b03	2	24	22	16	30	2	14	4	12	48	2	48	12	42	1	6
ba8cac71-4b51-4b18-b77e-509fcabde90f	10	68	42	30	154	0	44	8	21	66	6	168	26	144	3	8
968a3556-a208-4a7d-ad82-bec2c9495f44	0	26	16	0	56	0	16	0	9	20	0	52	0	60	0	0
efeec30b-4456-40f8-8a61-5283d114c90d	10	2	2	18	0	0	0	0	0	0	0	0	22	0	0	3
ac2bb211-cdb6-4b2a-b20e-b27b37242c9a	12	10	2	36	12	2	2	0	2	2	0	2	26	6	0	0
4b2dd9ed-c420-4fab-9059-a754a7e1fb6d	4	10	6	8	18	0	8	2	3	8	2	30	12	18	0	3
c34a6c5d-83e8-41b0-b7a7-319cad815ec5	2	18	8	2	34	2	13	4	6	32	2	60	2	24	1	1
d9dbaf00-7850-4ed5-9141-08517d326365	8	16	14	24	40	4	8	10	7	20	4	54	32	50	2	5
745de579-3da6-4c5b-957a-2eba0c7309e8	4	2	0	12	0	4	0	42	0	2	28	0	6	0	9	3
325f2f54-6764-4481-aef0-0da9a22e1bcd	12	24	22	44	34	0	10	0	12	50	0	54	56	42	0	16
e96db6fb-7cbf-4ccf-9706-3fc75bac51a9	4	36	26	24	70	2	32	8	19	86	16	184	24	120	2	9
372d03e4-b6d7-40c6-9aa1-fe6b88ef41e2	8	18	10	42	66	6	18	14	8	16	4	50	46	44	3	17
225183ec-01f7-44fd-be97-38c802cc6d48	2	0	0	8	0	0	0	0	0	0	0	0	8	0	0	2
0b00abd8-9e61-47d8-97fe-6defa6d35fdc	0	22	14	0	50	0	17	0	9	24	0	48	0	42	0	0
9d7e07ce-0751-46e0-aeea-ea333db511c1	4	18	20	16	38	0	16	0	10	46	0	60	12	54	0	6
4c5a531e-8270-4eaf-a6c4-a232b5b63f17	130	82	32	344	140	30	58	308	33	62	132	128	272	98	65	119
ae0091bf-1ff9-4518-91b5-078e155e32b7	2	6	2	12	10	0	0	0	2	6	0	8	12	14	0	2
a95f81e1-66b1-4dfb-a5fa-bcf62b187753	0	2	0	4	2	0	0	8	0	0	4	2	4	0	0	0
75b1e567-906e-4180-a2ef-0e3efd66c477	4	2	0	10	2	0	0	8	0	0	4	2	16	0	0	3
5a0bdc0d-d8b3-45ab-b25d-e41eed43c789	2	4	2	4	8	0	2	0	2	2	0	4	4	2	0	1
0ec37ac3-cb25-48da-bfeb-6d99414d5392	6	10	6	18	18	0	8	2	3	8	2	30	24	18	0	5
afaf8d89-34b8-46cf-9beb-515f0cfbb7e1	14	26	22	14	34	0	16	0	12	28	0	32	24	60	0	10
08bba0ae-9707-401f-bee2-89061c6fd40f	58	238	102	212	496	14	146	80	68	220	46	468	220	428	17	72
58305b79-3baf-439d-b2c5-446b5572db54	2	2	2	2	6	0	0	0	0	0	0	0	2	4	0	1
4514fa66-8ab1-44a6-8ff0-8ce4499b424f	8	2	0	18	0	0	0	0	0	2	0	2	34	0	0	6
0310ef26-77c8-4c11-bdac-60091681d66c	16	38	12	86	72	2	29	36	12	54	20	104	80	40	7	31
292f37b7-b664-4ad8-b66e-3711f4ad94f2	0	10	8	0	26	0	7	0	3	12	0	24	0	26	0	0
d6548c0f-735c-4048-a928-2e50bc4bffe1	10	2	4	22	0	0	0	2	0	0	0	0	26	0	0	4
dfe0f0b3-a6f1-4400-a5dc-88b55d951f50	12	6	4	30	10	0	2	0	2	4	0	6	18	0	0	0
c513f2b4-2cf2-4e6a-b48e-b4f856c91da8	2	2	2	2	4	0	2	0	1	2	0	4	2	2	0	1
1131e6cc-7329-4f52-9e41-7eab98547b78	28	10	8	112	10	4	4	10	6	8	8	14	102	12	0	28
85b14ddd-25aa-48dc-a624-12d41114647b	0	4	4	0	10	0	0	0	0	2	0	6	0	20	0	0
de5004fe-5c43-4a49-a32c-76abbce240f5	2	10	8	0	18	2	10	4	6	8	2	14	0	24	1	0
0809c4bc-7b51-4523-9413-1ad8e83c7da1	16	12	8	14	32	2	12	8	4	12	4	30	14	38	2	7
0ddb3f98-5dd6-4451-b732-b79d74f9d900	2	0	0	12	6	0	3	0	0	0	0	0	8	0	0	0
60ee78b5-72f5-4f6a-92b9-6052c93296e6	12	10	2	36	14	2	2	0	2	4	0	4	26	2	0	0
de517945-aeb3-40b5-92a4-1e15f50cca53	18	74	26	78	80	4	30	16	24	82	12	110	72	60	4	29
d6658dd8-2bce-4ad3-bfbe-800b2501b122	28	8	8	82	10	4	4	10	5	8	8	14	70	12	0	19
bcadaece-4503-477b-bba2-e44761c60cd1	2	4	2	10	8	0	4	4	2	4	2	8	8	10	1	0
a7b2470d-4e0a-40ee-a9fc-b88838adcb0a	4	26	16	18	60	0	24	0	4	40	0	94	26	50	2	5
33ebc696-f678-4131-b182-4956e0213d4d	0	2	2	4	4	0	0	4	0	0	2	4	8	0	0	0
57d5bf68-e680-448b-9413-51e6916fcbca	0	6	2	0	6	0	1	0	0	6	0	4	0	18	0	0
0a42df3a-91a1-4a3e-ac73-a40810019fdc	16	2	2	34	10	0	2	8	1	2	6	6	44	2	2	5
bd8f939c-a827-4d98-b3ab-ea0fbd478a8b	0	10	6	14	10	0	0	0	3	12	0	8	8	14	0	3
3b1c2f83-339c-405f-a834-3083a741b27d	8	6	4	16	16	0	7	2	2	4	2	28	20	10	0	5
b0e6e053-99ea-48ad-86e6-7ec499bc156f	28	38	28	68	56	0	23	0	18	44	0	60	60	64	0	22
a4dfbcf7-34c8-490e-a965-93ee24eb88c8	16	12	6	14	24	2	3	8	3	12	4	26	14	24	2	7
c83ab29f-8ca1-4a08-aee3-4b4032c14a19	0	6	2	14	10	0	0	0	2	6	0	8	8	8	0	3
a0ac7310-f2b9-4d2a-a2c9-b38fbec600c5	18	14	10	44	38	6	12	8	5	14	4	32	40	44	1	19
fb7f1521-ced3-49b5-902e-aaff023a646f	0	18	10	8	26	0	8	8	4	16	4	26	4	32	0	1
0eea4b17-a179-4520-b160-a322abcd65c3	4	18	4	22	40	2	17	12	9	14	6	52	20	36	3	4
cb241034-c214-4e20-8b2c-4e97971aca2f	14	8	6	38	16	0	6	8	4	8	6	12	48	16	2	8
1481e69c-0ce4-44db-a5e3-2b4142fbe2c6	2	0	0	20	2	0	1	0	0	0	0	0	26	2	0	5
e9f4eb7e-72bc-4168-829d-ddf430470630	0	2	0	4	2	0	0	8	0	0	4	4	8	0	0	0
9be6c9b9-5425-4e2d-a40b-af4424d7d9c2	2	0	0	2	6	0	3	0	0	0	0	0	6	0	0	3
58cb592b-c7e4-4d38-a218-65880e8f8c95	0	4	6	0	12	0	8	0	1	8	0	18	0	14	0	0
e83c8abe-665e-4193-93ff-d83e15dcb7fb	4	14	8	22	40	0	9	0	3	12	0	32	12	38	1	3
052fe047-1f81-42c0-8e83-a7aa84f44cbd	0	0	2	0	0	0	0	2	0	0	0	2	0	0	1	0
06885b5b-97a0-4f65-892f-056b253a280e	4	2	0	14	0	0	0	0	1	0	0	0	12	0	0	3
c3e28cfd-bb23-4a7f-b6a3-bae6682eee61	0	14	2	0	32	0	12	6	3	20	4	44	0	10	0	0
f4752c93-2517-4e16-b2c0-f458bbac3293	0	8	4	2	12	2	2	4	2	8	0	14	0	8	1	0
ddbcb4b4-2278-45dc-8fd4-f12109623c35	2	4	2	8	18	0	5	4	2	10	2	28	8	14	1	3
4f0695ff-ebe9-49d7-92bd-533d67cb20d4	0	14	4	0	24	0	11	6	3	14	4	24	2	12	0	0
0bb01508-3de6-4595-8ff6-e08846146539	0	0	0	2	0	0	0	0	0	4	0	4	0	0	0	0
e7635c4a-9c95-4be1-9408-902a68bef653	0	0	0	2	6	0	2	0	0	0	0	8	2	2	0	1
c023a75e-8f6b-497c-81dd-452bc8c3ee75	10	2	0	22	2	0	1	0	1	4	0	0	12	2	0	5
54504a6a-e571-4a40-96bd-9cfc6202bae0	0	12	2	0	22	0	10	10	2	12	4	22	0	8	1	0
cdb089a8-622c-4641-8f60-6b7fe6150bed	24	70	26	76	84	4	32	16	24	82	12	118	70	80	4	27
c7060801-77d1-4aea-b991-f9f339c9af51	2	2	0	8	12	0	5	0	2	4	0	22	12	14	0	2
17ee7d59-f635-4ee6-b11f-520ed262752d	10	14	8	20	44	2	8	16	5	16	12	50	24	34	5	7
ab591131-c907-4591-943c-42f80e1030f2	0	0	0	20	6	0	3	0	1	0	0	6	14	6	0	9
bedb9d16-737b-4106-befb-93d751cd53ab	62	118	64	184	284	6	112	84	57	98	42	232	118	208	18	40
d2d4cfc8-2f31-47fe-abef-3a16007bfc0d	2	0	0	4	2	0	0	0	0	0	0	2	2	0	0	1
27220f87-1fb6-47ab-9b3f-efb234c01345	0	0	0	0	4	0	2	0	0	6	0	6	0	0	0	0
c10adb5a-abd3-4f4b-8730-ebaa21aaad04	8	18	12	22	46	2	12	12	7	24	8	60	36	52	2	11
e99a1513-6223-4c58-86d4-c721d0f14c93	2	12	12	18	20	2	11	4	7	30	2	38	12	40	1	6
a6234270-c5c2-4e69-9809-9c92e91bc634	18	66	24	54	76	4	28	16	22	78	12	102	56	62	4	20
1c4e9acb-b0fd-4885-a051-09b854d9a1dd	0	22	10	0	40	0	9	0	6	14	0	28	0	28	0	0
242168da-2199-4f3f-9608-30b76866401b	2	8	2	24	22	0	2	4	0	8	4	24	18	10	0	0
4d000802-088a-46f1-ac70-4dfb362314a0	6	4	2	12	10	2	5	14	2	4	4	10	12	6	2	4
4c076fa6-e867-48fc-bcfc-724ce8beecdf	12	30	10	42	30	2	7	8	6	30	4	28	36	14	2	15
4837d7c4-1a81-4775-892c-af36797072cc	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
75c81c8b-1606-4421-8c14-bcc52e3e1f3d	0	2	2	6	2	0	1	0	1	2	0	10	4	2	0	1
0f1786f5-c1dd-45ce-9da9-7f1acc9e409d	0	16	4	2	14	2	2	4	3	20	2	20	0	10	1	0
68c25213-01f8-4169-9181-725d9879904c	0	0	0	6	0	0	0	2	0	0	0	0	8	0	0	3
2b95b2b0-ec98-4cc2-bdb3-2f52481b2160	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
75544ee7-24d4-4304-820b-40de43053507	0	2	0	0	12	0	3	0	0	0	0	6	0	0	0	0
d6815ebb-ed45-4c04-8ebc-42d5edd63260	18	148	64	82	320	2	88	6	39	172	2	374	54	226	2	25
3a553195-9ce7-496d-a9b5-94781368a66f	2	12	6	22	12	0	0	0	3	12	0	8	18	8	0	6
0016123d-581c-42a5-b295-24eb0b55430f	2	4	2	8	10	0	2	0	0	4	0	8	0	4	0	0
5e1cf746-4333-4276-b6bf-6b65440ec711	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0	0
d89f152c-60bf-47b4-9a02-accc4ac4c36c	0	10	10	0	28	0	8	0	3	14	0	24	0	24	0	0
d72083fe-0465-41d7-a180-744e5d8df158	4	24	12	38	26	2	11	28	10	24	16	36	6	42	6	2
7faa001e-85bf-4d03-bc68-dfe9e70b5c71	2	8	6	4	24	0	2	0	0	2	0	16	0	12	0	1
9b8c2855-116b-4645-bfcb-a5201e64b67e	26	52	18	66	68	2	24	12	17	58	8	88	68	54	3	22
1197d42f-14b0-48e9-bb8d-2846b7c19faf	26	60	24	74	64	2	23	12	19	68	8	88	60	60	3	22
6761bfe9-0bdf-4236-bc44-46ab7db50df5	8	4	2	16	8	0	2	0	2	2	0	4	18	2	0	0
024cde96-2c6f-4f0f-9873-b4e58497ba8f	4	0	2	12	0	0	0	0	0	2	0	0	8	0	0	4
cad74f6c-077b-4d9f-ba88-041b4cb2335d	20	14	8	22	24	2	8	12	6	14	6	30	22	26	2	11
8958a307-e093-4828-9133-9b30718a40ee	8	18	10	28	54	4	11	14	7	18	4	50	32	44	3	12
de09aa5d-94ab-4673-be2c-d4bfdb911431	2	0	0	14	2	0	1	0	0	0	0	0	22	2	0	4
e1bf40ad-50ed-4228-a72f-15f46b22664b	2	10	6	14	22	2	4	4	3	10	0	20	14	20	0	5
6ff1f176-585d-4437-b9d6-33776dd3a633	0	24	10	2	42	4	18	22	6	24	12	38	0	24	3	1
91273722-3896-456c-a213-7a5fa02109ca	4	18	18	10	28	0	11	0	7	24	0	44	12	48	2	7
dcb8b8fd-922d-47be-9d99-525d1c78f0d7	12	4	2	24	2	0	0	0	1	2	0	0	16	0	0	0
a06bc198-89bb-4f60-8daf-d33182e11738	6	42	18	22	98	4	33	22	11	52	14	134	22	82	5	7
f18a2867-e7ac-424a-8bb5-f85be7c9c8ce	0	0	0	4	6	0	3	0	0	0	0	0	0	0	0	0
13280cff-c852-4bba-a752-b4e554bbc864	4	0	0	6	6	0	3	0	0	0	0	0	8	0	0	4
922ad6c5-9b03-4dc4-9278-494699eb080e	10	14	12	16	44	0	5	0	4	12	2	22	18	52	0	8
a76f89ae-6cb7-4d99-933f-62b415c048f9	28	62	24	92	78	2	28	12	22	68	8	100	76	78	3	30
30eba0a3-44e3-4bc2-9238-8d76e0ce06d5	0	4	4	4	12	0	0	0	1	4	0	8	4	10	0	2
71133461-374a-4b43-863b-d9cf5d88fb3b	4	16	8	28	48	4	18	8	6	14	2	32	30	34	1	12
5c512dbe-e67d-425d-b8ae-5bb1b5ad6711	22	40	16	32	94	2	34	18	13	40	10	88	32	84	2	14
3ec9548e-f85e-43af-b93d-e25aab39068f	22	58	18	78	72	4	25	16	20	66	12	100	66	60	4	27
e2703ca7-85d6-4454-a556-275e2c036f4f	0	6	2	4	8	0	2	8	1	4	4	6	4	8	0	1
a5eac9b4-ceef-4650-a614-8bfabd478e02	12	4	2	22	8	0	4	8	2	4	6	8	32	10	2	4
50f67927-d68b-4ba6-b592-dceb62f0ac02	8	0	0	26	6	0	3	0	1	0	0	6	22	6	0	14
cc4fd8cb-9002-4ec0-a024-5c1d6fa4403e	16	6	4	24	14	0	4	8	3	6	6	8	24	14	2	8
2a8e144f-dea7-44dd-8abe-72b3f6d47abe	4	12	8	18	42	2	8	14	5	14	10	42	28	28	4	6
4f3bfc75-590c-4be9-bb7e-7d5ba9468598	16	18	10	34	56	2	7	10	6	20	2	56	40	54	1	11
712be1e5-1a1a-4523-8f5d-5ef060887299	0	6	2	0	12	0	3	0	2	4	0	12	0	8	0	0
415ce3d0-4b4e-4430-a717-68399805e97b	4	8	4	12	22	2	4	4	2	8	0	20	20	22	0	4
a299f62e-c0ab-4e87-a81e-d10a44cfb5f2	0	6	4	6	12	0	0	4	1	4	2	12	6	0	0	2
97232d8a-7291-48f1-91b7-66c076d6aeea	18	60	24	52	64	2	23	12	19	68	8	88	50	60	3	19
a403150f-58d5-4b95-8f6c-e08926923c89	0	2	0	0	10	0	0	2	0	0	0	2	0	0	0	0
4684f474-d523-4476-b1d7-471037ad7662	30	52	20	80	70	2	24	12	17	58	8	92	64	54	3	27
5872f387-db3e-4e70-8385-fc70737652ca	28	52	18	82	68	2	24	12	17	58	8	92	68	54	3	30
326b8e8d-89d2-443f-89bb-f30a78b5f354	2	4	2	8	4	0	0	0	2	4	2	4	8	6	0	3
b517cb44-2003-4b3f-917c-fe4a9bbcda57	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
81830484-040e-4a2a-9140-ae2a02a65eac	0	4	4	4	2	0	1	0	2	4	0	10	4	2	0	3
0c072b50-7a17-4e83-b9aa-76207b3a0cf0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0
9bb56830-0e15-41d0-8244-f5d0f1bb7cc3	4	12	12	12	18	2	11	4	7	30	2	38	12	32	1	6
41cba566-f9b1-4f8b-9a04-ac984f7cadb5	6	28	8	50	56	0	24	26	10	30	16	64	40	24	5	17
d712bc39-70ed-4ee4-84d1-58a79898e289	10	14	8	32	44	2	9	14	5	16	10	42	36	28	4	13
5b5a62b4-eae5-4217-b306-504fcb2a0ec6	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
6353a80e-6803-4bb0-9b8c-c0114a29ca57	0	0	0	2	0	2	0	12	0	0	10	0	2	0	3	0
be0bb522-c74f-4819-9739-f1273870df7b	0	4	2	0	4	0	0	8	0	4	4	4	0	6	1	0
3bce1dc5-d350-430e-a08d-8a90a2721b0b	2	6	4	8	6	0	5	0	4	4	0	2	8	12	0	2
a371d552-689a-44be-bc4a-588c6e9aba3b	18	20	8	16	30	2	8	8	6	14	4	28	16	24	2	8
ef781615-60fa-486f-8eaf-f3ff51fbfecf	0	2	0	0	10	0	1	2	1	8	0	22	0	0	0	0
1906f8fc-2e84-4ab2-919c-512a17911226	8	0	0	8	0	4	0	10	0	0	4	0	6	0	1	3
cf309b45-c5d7-4eee-ab6d-887eed65f642	18	58	22	52	68	2	24	12	18	66	8	92	50	54	3	22
e72e594a-dec6-40a8-b9dd-4f90126b45bc	4	10	4	4	32	2	7	10	4	22	6	56	28	20	2	2
76e02092-9dcf-433b-a35e-0c36089bbc71	8	2	2	12	2	0	0	0	1	2	0	0	16	0	0	0
49a6718c-762a-46ad-b6a0-10563054353c	0	16	4	0	38	2	9	8	5	14	4	34	0	32	1	0
e91404bf-c202-4acc-95e3-cd57fb6d7f9c	22	10	10	46	14	0	9	0	7	12	0	14	30	32	0	8
0d57b684-1033-4106-8a49-60d8217da16b	2	2	0	4	0	0	0	0	1	0	0	0	2	0	0	3
776b6b1a-5a2f-4b63-b272-30006e6451f0	0	2	0	4	2	0	0	4	0	0	2	2	0	0	0	0
212cefc7-f97c-4025-8e65-592aec0ec331	0	0	6	0	0	0	4	4	0	8	2	26	2	8	2	1
64fba134-528e-4c5d-b91c-255c33c0e2db	8	10	8	22	14	0	6	0	5	10	0	16	14	24	0	9
59fbab34-c71a-41aa-b832-33a18701a655	26	58	22	76	70	2	24	12	18	66	8	92	66	54	3	30
32f2ecde-f359-41e2-93e6-4b3714ea80c6	10	42	16	28	50	2	20	8	14	46	6	64	22	38	2	4
62fdeefd-5aad-4775-be9d-46eb528a4257	30	6	2	40	6	0	3	0	1	2	0	10	46	8	0	7
417cd098-6365-4e0d-86d0-6b2a24480984	0	22	8	4	48	2	19	10	6	24	4	58	4	34	1	1
286ffff3-e259-4472-8624-21d7cefc6ba8	4	2	4	16	0	0	2	0	3	6	0	2	10	8	0	0
18ad6f25-806e-4f9f-a8cc-2cc67df4956b	2	16	12	8	32	0	13	0	4	22	2	58	8	38	2	2
0f50cbe2-c864-47fb-9dc7-2cb1b213037f	6	16	10	28	14	0	3	0	5	36	0	34	26	22	0	12
2cde2925-2c41-4ece-b90f-633a32e9608a	2	0	2	8	2	0	0	0	0	0	0	2	0	4	0	0
1c4ee4f2-ffe9-434a-8566-4800b76903bd	2	2	2	2	4	0	1	0	0	0	0	2	2	6	0	2
15035003-3187-45b8-ad7c-e8093366e755	2	2	0	4	12	0	5	0	2	4	0	20	8	14	0	2
792b9b89-3251-47cd-990b-66ac5e22d8d2	4	4	6	8	12	0	5	0	3	2	0	12	6	20	0	3
348f4169-2ea7-471f-8991-80fa2a93aeea	0	4	0	6	4	0	0	8	0	0	4	2	12	2	0	0
3997bfb5-7314-4651-872f-804216082ff4	0	0	2	8	0	0	0	0	0	0	0	0	12	4	0	1
05707dc9-3377-4bae-af3e-e3f2fa5f19a8	26	66	24	78	74	4	28	16	22	78	12	108	72	62	4	31
eaaef222-0b59-47c1-8f3e-f8ab8b6f43a3	0	10	12	4	16	0	8	4	1	16	2	42	6	32	2	2
2dcfd9b2-1c08-4226-b117-24a6a59d63c4	4	2	0	12	4	0	1	0	0	6	0	8	24	2	0	2
86b22f29-eaf7-495b-a207-cd9609c299c8	12	10	6	8	26	2	12	4	4	6	2	24	6	26	1	3
bb0a3284-e321-40c6-a4ec-2f3fdd9873d6	0	8	4	10	22	2	4	4	2	8	0	20	16	20	0	4
d9d09e77-49a9-4107-aafc-007a85ecf289	18	8	8	44	28	4	10	4	4	8	2	20	40	40	1	19
c72b2c19-1e39-4d3e-81f4-ee8397178b51	2	2	0	6	0	4	0	38	0	2	20	0	6	0	9	3
2c4a0f70-120c-40f7-b39c-a807f14d8c79	8	4	2	22	6	0	1	0	0	2	0	6	20	8	0	9
b714d216-08c6-4460-b230-5d63226bae08	8	0	0	10	0	0	0	0	0	0	0	0	4	0	0	3
a68ff721-4889-4a70-8576-90909c38ea9b	0	14	2	0	22	2	10	12	3	14	6	22	0	8	1	0
d5d226da-f1be-4d1c-af86-6a1ba2fde326	10	18	4	14	40	2	12	24	4	24	20	50	48	14	3	7
1982f63b-acd9-411f-8bd6-f8f960a7bf2f	6	10	6	10	22	2	4	4	3	10	0	20	8	20	0	3
248f0c7d-d85a-472e-88d9-b1c950c77b52	14	10	4	40	16	0	3	0	3	4	0	6	30	2	0	0
6df6cab9-ff25-4cf6-a6d9-61c4ad522685	0	0	2	4	0	0	0	0	0	0	0	0	0	4	0	0
53a79251-0a5d-4da1-ad1c-2ddd6fea0b6a	24	50	20	78	56	2	20	8	14	58	6	80	66	50	2	30
01362c51-069d-44f4-8b92-c5f568b4de11	78	144	58	312	290	18	107	100	53	136	60	274	262	216	19	75
975bb4ac-423f-4dc3-9d82-111fabb092c7	2	2	2	4	8	0	2	0	1	2	0	4	4	2	0	1
ab03bffd-3876-4c04-be25-75e169285000	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0
6c201b4f-5e43-43f1-841a-2b85974abee7	20	18	12	54	84	4	23	16	8	18	8	78	60	76	4	23
489f81f7-5d4e-4633-a447-0c5bfcf5309b	28	66	24	84	74	4	28	16	22	78	12	108	72	62	4	30
4dfa5d62-0ad0-48be-8273-3b899f57d0b3	24	80	40	112	198	8	87	64	34	70	32	208	60	142	12	22
c490aa67-e33f-49be-8359-45e3e304d1a1	2	2	0	8	0	0	0	0	1	0	0	0	10	0	0	2
dca3d3dd-58b0-4003-9190-4a96c27f856d	0	14	4	4	24	0	11	6	3	14	4	24	2	12	0	0
4fe82fe1-fa75-4a86-9476-dfb830644689	10	26	4	36	38	4	16	40	6	18	22	46	44	30	6	9
3c15ab7f-23c6-4cba-b2df-29654b103bc3	2	10	6	18	12	0	0	0	3	10	0	8	12	8	0	3
9fc60b32-e77c-4f68-a901-509e85e1d156	56	32	8	92	52	16	20	92	10	28	44	60	70	42	17	34
14272b48-ade4-4391-8df6-6f4e54bc74a5	2	0	0	2	0	0	0	0	0	0	0	0	26	0	0	1
